,SEM-I,SEM-II,SEM-III,SEM-IV,SEM-V,SEM-VI,SEM-VII,SEM-VIII
2366,7.25,9.05,9.35,9.92,9.74,8.70,8.18,8.86
2367,9.56,9.75,8.83,9.75,9.61,9.22,8.55,9.43
2368,7.61,9.45,8.57,9.00,8.78,9.35,9.00,9.14
2369,8.50,9.25,9.00,9.75,9.74,8.70,8.09,9.71
2370,6.97,7.75,8.30,9.92,9.65,7.78,7.36,8.76
2371,7.50,9.18,9.74,9.83,9.83,9.09,8.95,9.86
2372,7.33,7.60,9.70,9.88,9.83,8.43,8.77,8.67
2373,9.19,8.95,8.70,10.00,9.61,7.87,8.05,8.57
2374,8.06,9.28,7.17,9.25,9.57,7.78,7.86,9.57
2376,6.39,7.90,9.09,9.29,9.83,7.39,7.77,8.57
2377,7.69,7.60,9.57,10.00,9.83,9.22,8.27,9.14
2378,8.11,9.53,9.87,10.00,9.83,8.83,8.23,9.71
2379,9.78,9.65,9.96,10.00,9.83,10.00,9.05,9.71
2380,7.72,9.50,9.74,10.00,9.91,10.00,9.64,9.71
2381,6.31,7.33,9.35,10.00,9.61,8.04,7.55,9.0
2382,6.89,7.78,8.61,9.83,9.74,8.09,7.82,8.14
2383,6.58,7.90,7.17,8.46,8.30,8.43,7.68,8.57
2384,9.11,9.80,9.61,10.00,9.83,9.22,8.18,9.43
2385,9.17,9.95,9.30,9.92,9.61,8.26,8.09,9.24
2386,8.56,10.00,9.61,10.00,10.00,9.35,8.36,8.86
2389,6.86,7.70,9.22,9.92,9.83,7.39,6.86,8.71
2390,8.22,9.05,9.35,10.00,9.61,9.09,7.68,9.43
2391,8.56,9.03,9.22,9.67,9.91,8.61,8.00,9.1
2393,8.81,9.55,8.43,9.00,9.48,8.96,8.64,9.29
2394,8.44,9.40,9.35,9.54,9.70,8.30,7.77,8.95
2395,8.72,9.65,8.22,10.00,9.61,9.48,8.64,9.71
2396,6.67,7.90,8.96,9.92,9.57,8.78,7.64,8.0
2397,7.89,9.18,9.48,10.00,9.74,8.57,8.09,9.14
2398,7.56,7.95,9.26,9.83,9.83,8.96,7.86,8.95
2399,6.31,7.90,8.35,9.54,9.43,7.35,7.91,8.24
2400,8.17,8.68,9.61,10.00,9.74,9.09,8.41,8.95
2401,7.11,8.33,9.48,10.00,9.70,8.83,8.82,9.14
2402,9.11,9.63,8.78,9.88,9.61,9.35,9.05,9.43
2403,6.97,8.53,9.43,9.83,9.70,8.09,7.55,9.1
2404,5.36,6.90,8.96,9.58,9.83,7.35,6.77,8.57
2405,7.11,7.60,9.74,9.88,9.61,8.17,8.18,8.62
2406,6.25,7.50,9.35,9.88,9.83,8.96,8.09,8.95
2407,6.47,8.03,8.52,9.21,7.83,8.22,7.14,8.43
2408,7.44,8.70,8.96,10.00,9.70,8.78,9.18,9.52
2409,8.33,8.70,9.48,10.00,9.78,9.61,9.45,9.43
2410,6.08,7.08,6.26,9.42,9.26,7.13,7.45,8.29
2411,7.53,8.08,9.09,9.75,9.70,8.00,8.18,8.14
2412,8.22,9.20,9.00,9.88,9.70,7.91,7.41,8.43
2413,9.17,9.60,9.74,9.75,9.43,8.57,8.23,8.76
2414,8.11,9.13,9.48,9.96,9.57,9.35,8.50,8.33
2415,8.67,9.40,9.74,9.92,9.70,9.48,8.91,9.19
2416,6.28,7.28,9.22,9.83,9.43,9.09,8.55,8.81
2417,9.06,9.35,9.09,9.83,9.22,9.22,8.82,9.52
2418,7.94,8.73,9.35,9.67,9.61,8.57,7.73,8.57
2419,6.97,7.63,9.04,10.00,8.96,7.52,7.45,8.14
2420,8.61,9.80,9.61,10.00,10.00,8.57,8.09,9.0
2421,8.33,9.40,9.57,10.00,9.61,8.83,8.91,8.57
2422,7.56,9.50,9.87,10.00,9.87,8.96,8.50,8.43
2423,9.64,9.65,9.87,10.00,10.00,9.22,8.50,8.43
2424,8.22,9.75,9.87,10.00,10.00,10.00,9.18,9.43
2425,8.28,9.45,10.00,10.00,9.83,9.87,9.18,0.0
2426,7.31,9.10,10.00,9.96,9.83,9.48,8.23,8.71
2427,6.39,8.00,9.70,10.00,9.83,8.17,7.82,8.29
2428,7.69,7.68,9.87,10.00,9.83,8.96,8.50,8.43
2429,8.50,8.95,9.74,9.96,9.83,9.22,8.64,9.57
2430,6.83,7.60,9.87,9.88,9.83,8.70,7.82,8.71
2432,8.06,9.20,10.00,9.96,9.74,9.35,8.77,9.14
2433,8.11,9.00,9.96,9.96,9.74,9.35,9.05,9.57
2434,9.17,9.65,10.00,10.00,10.00,9.87,9.73,9.86
2435,7.89,9.50,8.96,9.75,9.52,8.43,8.77,8.57
2436,8.11,9.55,9.84,10.00,9.84,8.14,7.14,8.0
2437,7.89,9.20,9.74,9.96,9.87,9.35,9.05,9.0
2438,7.06,8.85,9.87,10.00,9.91,8.57,8.23,8.67
2439,7.06,8.20,9.83,9.92,9.74,8.83,7.95,9.0
2440,8.00,9.35,9.91,10.00,9.70,9.09,8.45,8.71
2441,8.83,9.30,9.48,9.92,9.78,9.35,9.45,9.29
2442,7.47,7.63,9.70,10.00,9.48,8.30,7.68,9.14
2443,7.11,9.15,9.87,9.96,9.87,9.35,8.36,9.29
2444,7.06,8.50,9.22,9.75,9.87,8.96,8.91,8.57
2445,9.44,9.75,9.35,10.00,9.78,9.22,8.77,9.71
2446,7.67,8.30,8.26,8.33,7.39,8.30,7.68,7.86
2447,6.19,6.90,8.91,9.58,9.74,7.65,8.23,8.43
2448,7.61,6.45,9.78,9.92,9.61,8.83,8.77,9.29
2449,6.75,8.60,9.87,10.00,10.00,9.09,8.91,9.71
2450,7.14,8.40,10.00,10.00,9.52,9.09,8.36,9.0
2451,7.36,7.30,9.87,9.92,9.91,8.83,7.68,7.86
2452,6.58,7.53,9.87,9.83,9.83,7.26,7.41,7.86
2453,6.44,8.30,9.22,9.71,9.48,8.96,7.82,8.29
2454,7.64,8.43,9.17,9.96,9.96,8.57,8.23,8.86
2455,5.03,7.10,9.57,9.92,9.61,8.17,7.68,8.29
2456,6.56,7.15,9.61,10.00,9.74,9.61,8.50,8.71
2457,9.78,9.90,9.87,10.00,9.87,9.48,8.77,9.29
2458,8.17,8.50,9.09,10.00,9.74,8.43,7.82,8.14
2459,7.56,6.00,9.87,9.92,9.91,7.78,7.68,8.29
2460,7.61,8.55,9.97,10.00,9.84,8.93,8.23,8.57
2461,7.11,8.15,10.00,9.96,9.70,9.35,8.36,8.43
2462,6.47,8.30,9.52,9.83,9.70,9.48,8.86,8.71
2463,7.22,9.05,9.87,10.00,9.74,8.96,8.50,8.14
2464,6.09,6.33,9.74,9.96,9.65,7.78,7.82,8.14
2465,5.67,8.05,8.30,10.00,9.48,8.70,7.82,7.43
2466,7.56,7.50,9.22,9.96,9.74,8.04,7.27,8.43
2467,8.89,9.95,9.61,9.96,10.00,9.87,10.00,0.0
2468,6.22,7.38,8.83,9.88,9.83,8.04,7.55,8.14
2469,6.56,7.05,9.65,9.96,9.91,8.57,7.68,8.14
2470,7.78,8.70,10.00,10.00,9.84,9.19,8.59,9.43
2472,6.89,7.85,9.88,10.00,8.14,7.95,7.95,8.38
2473,7.94,7.75,10.00,9.96,9.74,8.17,7.82,8.57
2474,7.00,8.40,10.00,10.00,10.00,8.96,9.32,9.29
2475,5.89,7.18,9.87,10.00,9.83,7.26,7.41,8.0
2476,6.56,7.75,9.09,9.92,9.30,7.91,7.68,8.29
2477,7.33,8.55,10.00,9.92,10.00,8.57,9.18,9.57
2478,7.11,9.20,9.87,10.00,10.00,8.70,7.95,8.57
2479,6.67,8.65,9.83,9.88,9.65,9.09,8.09,9.29
2480,7.03,9.08,9.87,9.88,9.91,9.09,8.77,8.57
2481,7.06,8.20,10.00,9.92,9.74,8.70,7.95,8.86
2482,6.28,7.75,9.87,9.92,9.74,8.04,9.18,9.57
2484,6.64,7.83,9.96,10.00,10.00,8.83,8.50,8.71
2485,8.94,9.75,9.87,10.00,9.74,9.87,9.45,9.14
2486,7.22,7.10,9.74,9.88,9.57,8.43,8.45,8.29
2487,8.22,7.05,9.43,10.00,9.57,7.91,7.86,8.57
2488,7.44,9.00,9.74,10.00,10.00,9.74,8.50,9.43
2489,7.28,8.00,9.48,10.00,9.83,8.17,8.23,9.0
2490,7.25,9.43,10.00,10.00,10.00,9.87,8.09,9.29
2491,6.72,6.35,9.13,10.00,9.74,7.91,7.82,8.14
2492,6.89,7.75,9.87,10.00,9.87,8.96,7.14,8.14
2493,6.59,6.81,9.52,9.88,9.39,8.57,8.91,8.86
2494,8.89,9.20,9.52,10.00,9.74,8.04,8.23,9.0
2495,7.33,8.00,9.87,9.88,9.83,8.96,9.18,9.57
2496,5.92,7.03,8.09,9.50,9.13,7.39,7.77,8.0
2497,9.44,9.30,9.70,10.00,10.00,9.61,8.50,9.14
2499,7.50,8.35,9.91,9.96,9.83,8.17,8.23,8.71
2501,7.72,7.50,10.00,10.00,9.74,7.91,8.36,9.14
2502,7.44,8.70,8.91,9.83,9.61,8.43,8.36,9.14
2504,6.28,8.45,9.87,10.00,9.74,8.83,9.18,9.14
2505,7.06,7.65,10.00,9.60,10.00,8.27,8.23,8.71
2506,6.67,8.30,9.61,9.96,9.74,7.91,8.09,8.57
2507,8.72,9.55,9.48,9.96,9.65,9.09,8.91,9.57
2509,7.56,7.00,9.57,9.92,9.91,7.52,7.55,8.29
2510,7.17,7.70,9.48,10.00,9.61,7.65,7.14,7.86
2511,7.78,9.40,9.87,9.96,9.96,8.96,8.36,8.43
2512,8.72,7.00,9.09,9.92,9.78,7.39,7.27,7.86
2513,8.75,7.58,9.26,9.92,9.74,8.83,8.09,9.14
2514,7.78,9.48,10.00,10.00,9.75,8.67,8.77,8.14
2515,6.50,9.15,9.52,10.00,10.00,8.57,7.95,8.57
2517,8.06,8.90,9.09,10.00,9.57,7.65,7.41,7.71
2518,7.44,9.25,9.30,10.00,9.61,7.65,7.55,7.71
2520,7.78,9.20,10.00,9.92,10.00,8.96,8.50,8.86
2521,7.67,9.30,9.48,9.92,10.00,9.87,9.32,9.57
2522,7.44,8.50,9.48,9.96,9.65,8.83,8.91,8.86
2523,7.22,9.18,10.00,10.00,9.74,8.83,8.09,9.29
2524,6.94,6.93,9.39,9.92,9.17,7.52,7.68,7.86
2527,6.97,9.43,9.22,10.00,9.91,8.57,8.09,8.71
2529,6.94,8.45,9.22,9.88,9.65,8.43,8.23,8.43
2530,7.83,9.55,9.83,10.00,9.43,8.83,7.95,8.43
2531,6.75,7.73,9.87,10.00,9.74,8.43,7.55,7.86
2532,7.83,8.65,9.71,10.00,10.00,8.80,8.64,9.43
2533,9.72,9.83,9.35,9.96,9.65,9.22,9.32,8.43
2534,6.72,7.60,9.87,10.00,10.00,8.96,8.50,8.14
2535,6.69,6.95,7.78,9.23,9.35,7.97,7.73,9.29
2536,6.31,7.60,7.96,9.27,9.30,7.53,7.77,8.0
2537,7.83,9.65,7.96,8.81,9.35,7.58,8.64,9.1
2538,8.11,9.90,8.17,8.35,9.52,8.80,9.05,9.57
2539,7.94,9.90,8.13,9.60,10.00,9.32,9.45,9.71
2540,7.72,9.55,8.17,9.31,9.57,8.23,8.77,9.14
2541,6.78,7.13,8.09,8.93,8.91,7.36,7.27,7.33
2542,7.02,6.17,8.00,9.08,8.61,7.17,7.32,8.14
2543,7.50,8.35,7.70,8.89,9.35,7.36,6.59,8.05
2544,6.42,8.65,7.83,9.60,9.43,7.88,8.18,9.0
2545,7.08,8.00,7.96,9.25,9.13,7.39,7.64,8.71
2546,6.31,6.28,5.74,7.21,8.57,6.96,7.73,8.33
2551,7.17,9.15,7.96,8.93,9.22,8.67,7.82,8.95
2552,5.30,6.96,7.52,9.00,9.13,7.43,7.00,7.1
2553,7.72,9.80,7.96,8.85,9.35,7.58,7.95,8.43
2554,6.11,7.55,8.00,9.48,9.61,8.40,8.77,9.1
2659,7.67,9.10,9.61,9.96,9.83,7.96,7.55,8.19
2660,9.00,9.20,10.00,10.00,9.61,8.17,8.64,8.52
2661,8.28,9.30,10.00,10.00,10.00,9.30,8.91,9.38
2662,8.17,8.70,9.61,9.63,9.57,8.04,7.64,9.14
2663,8.89,9.45,10.00,10.00,9.96,8.57,8.64,9.57
2664,8.11,8.90,10.00,10.00,9.83,9.19,9.18,9.57
2666,7.39,7.75,9.61,9.98,9.48,7.62,7.27,8.76
2667,7.39,8.45,9.74,10.00,9.91,7.93,7.55,8.48
2668,9.00,9.70,9.87,9.63,9.74,8.39,8.45,8.81
2669,8.47,7.95,10.00,10.00,9.43,7.83,7.82,8.43
2670,7.14,7.45,9.74,9.71,9.74,7.13,7.64,7.86
2671,6.19,6.45,8.61,9.54,9.17,7.43,7.00,8.1
2672,6.89,8.45,9.74,9.88,9.83,7.74,7.55,8.57
2673,8.28,9.15,9.91,9.63,9.65,8.17,8.41,9.57
2674,7.14,8.08,9.00,9.00,8.96,6.83,6.50,7.57
2675,7.83,7.85,9.74,9.63,9.48,9.43,8.41,9.52
2676,9.11,9.60,9.35,9.50,9.57,8.70,8.50,9.14
2677,7.33,8.45,9.74,9.58,9.52,9.70,9.59,9.43
2678,8.72,8.45,9.09,8.13,9.17,7.17,6.50,7.14
2680,6.47,7.70,9.87,10.00,10.00,8.65,8.73,8.95
2681,8.17,9.15,9.87,10.00,10.00,9.36,8.50,9.1
2682,7.14,7.90,9.61,10.00,9.43,8.35,7.91,8.43
2683,7.19,7.13,9.43,9.33,9.48,6.57,6.18,6.8100000000000005
2684,7.67,9.00,9.87,9.50,9.74,9.61,8.77,9.29
2685,9.61,9.70,10.00,10.00,9.91,9.74,9.59,0.0
2686,7.17,7.55,9.39,9.54,9.78,5.61,7.55,7.71
2687,9.00,8.58,10.00,10.00,9.78,9.01,8.86,8.29
2688,7.72,8.25,9.87,10.00,9.74,8.83,7.95,9.57
2689,7.50,7.45,7.61,8.17,7.70,6.78,6.00,6.05
2690,9.39,9.40,9.83,9.88,9.70,8.17,7.41,9.14
2691,6.33,7.10,9.96,9.75,9.65,7.70,7.82,8.43
2692,5.97,5.95,9.22,9.04,9.43,7.00,6.68,7.86
2694,8.97,9.60,9.87,9.63,9.57,9.35,9.45,9.14
2695,7.75,8.05,9.83,9.54,9.70,7.83,7.77,8.71
2696,7.83,8.45,9.74,10.00,9.78,8.61,7.95,8.24
2697,7.53,7.88,9.78,9.25,9.61,6.17,6.14,7.0
2698,8.61,9.60,10.00,9.92,9.74,9.48,8.91,9.38
2699,8.28,8.43,9.26,9.33,9.83,7.74,8.41,8.71
2700,6.28,7.35,9.57,9.46,9.57,6.91,8.18,7.95
2701,9.33,9.80,10.00,9.71,10.00,9.57,9.18,9.38
2702,8.39,8.50,9.30,9.46,9.70,7.39,6.82,7.19
2703,9.17,9.70,9.70,9.67,9.74,9.17,8.73,9.43
2704,9.39,9.80,9.96,9.56,10.00,9.58,8.73,9.43
2705,8.86,9.85,9.87,9.71,9.74,8.57,8.36,8.71
2706,7.94,8.20,9.57,9.13,9.61,8.96,8.41,8.81
2707,9.33,9.65,10.00,9.63,9.87,9.61,9.05,9.0
2708,9.39,9.90,9.91,9.89,9.87,9.58,9.59,9.29
2709,9.33,9.55,9.61,10.00,9.87,9.58,8.91,0.0
2710,7.94,8.15,9.96,9.77,9.87,8.84,8.50,9.33
2711,6.56,7.40,9.30,8.88,9.39,7.96,7.95,9.52
2712,9.11,9.80,10.00,9.63,9.74,9.04,7.73,9.43
2713,7.94,8.75,9.74,9.38,9.65,8.70,8.09,8.57
2714,7.72,7.35,9.39,9.46,9.61,8.70,9.18,9.29
2715,7.67,7.70,9.57,9.60,9.22,6.84,7.05,8.38
2716,7.72,9.25,9.91,10.00,9.61,9.43,8.14,8.86
2717,9.50,9.50,9.87,10.00,9.61,8.57,7.82,8.86
2718,6.56,7.23,9.57,9.00,9.74,6.91,7.05,7.52
2719,7.50,8.43,10.00,10.00,9.61,8.09,7.32,8.29
2720,6.22,7.03,10.00,9.67,9.48,6.96,6.64,7.14
2721,9.17,9.65,10.00,10.00,9.83,8.83,8.09,8.86
2722,8.56,8.95,9.87,9.63,10.00,8.04,7.55,8.29
2723,8.94,9.00,9.61,10.00,9.70,8.57,8.23,8.29
2724,8.00,8.45,9.74,9.88,9.96,8.57,8.91,0.0
2725,7.89,9.00,9.74,9.88,9.65,8.26,7.36,8.71
2726,8.33,9.10,9.74,9.79,10.00,9.22,9.18,9.71
2727,8.83,8.95,9.65,10.00,9.65,7.87,7.64,9.0
2728,9.06,9.25,10.00,10.00,9.70,9.22,7.41,9.43
2729,8.56,8.80,9.65,9.89,9.61,8.27,7.77,8.52
2730,7.17,8.45,9.70,9.98,9.83,6.71,6.59,7.48
2731,6.17,7.40,9.04,9.33,9.30,7.00,7.05,7.38
2732,7.75,9.25,9.74,9.85,10.00,8.01,7.41,8.38
2733,6.86,8.85,9.17,9.54,9.91,6.96,7.23,8.52
2734,8.78,9.60,9.74,9.56,9.48,8.14,7.41,9.0
2735,7.61,9.25,8.52,9.42,9.70,7.48,7.59,8.29
2736,8.14,8.30,8.30,8.96,9.13,6.61,5.77,7.29
2737,7.92,8.38,8.61,9.25,9.74,7.91,7.00,8.43
2738,7.89,8.50,9.65,10.00,9.74,7.62,6.45,6.76
2739,6.19,6.93,9.87,10.00,9.43,6.65,7.27,6.19
2740,7.94,7.68,9.57,9.92,9.48,8.52,8.18,8.33
2741,8.78,8.95,9.87,9.75,9.65,8.87,7.68,9.14
2742,8.53,8.55,9.57,9.42,9.74,8.96,8.36,9.29
2743,8.28,8.60,9.57,10.00,9.70,8.35,7.82,8.38
2744,8.42,8.40,9.87,9.38,9.43,7.39,6.50,8.14
2745,8.67,9.30,9.87,9.58,10.00,8.96,8.36,8.57
2746,10.00,9.80,9.74,9.67,10.00,9.04,8.36,8.86
2747,8.50,8.30,9.70,9.75,9.91,8.78,8.36,7.71
2748,7.56,7.95,10.00,10.00,9.78,9.45,7.91,8.86
2749,7.39,7.40,10.00,9.85,9.61,8.23,7.64,8.43
2751,7.14,8.15,9.04,9.50,8.41,7.65,6.86,8.19
2752,6.94,8.90,9.48,9.54,8.95,7.65,7.64,8.05
2753,7.44,9.95,9.17,9.13,8.59,8.35,7.64,8.43
2755,8.50,9.70,9.78,9.88,9.68,9.48,9.18,8.71
2758,8.00,10.00,9.91,9.88,9.95,10.00,9.32,9.71
2759,7.56,9.50,9.26,9.75,9.50,7.52,8.50,9.14
2760,7.89,10.00,8.04,8.42,8.95,7.26,7.14,8.29
2762,7.44,9.55,8.04,8.29,7.91,8.04,7.27,7.14
2763,6.14,6.48,8.65,8.88,9.09,7.78,7.82,7.81
2767,8.44,10.00,9.74,9.75,9.82,9.61,8.77,9.29
2768,8.39,10.00,9.22,9.50,9.05,9.09,8.64,8.43
2769,7.39,8.63,8.57,9.17,7.95,7.87,7.64,8.24
2770,6.11,8.15,8.70,9.46,9.41,8.17,7.82,8.86
2771,7.72,10.00,9.74,9.54,9.45,9.87,8.77,9.43
2772,6.50,9.15,9.61,9.38,9.91,8.83,8.23,9.14
2773,9.00,8.38,7.91,8.63,8.27,8.52,8.23,8.14
2774,7.56,9.15,9.26,9.75,9.45,7.61,7.55,7.9
2775,8.31,9.90,8.39,8.96,8.18,8.04,8.50,8.52
2776,8.17,9.85,9.17,9.04,8.86,9.17,8.36,9.0
2777,5.89,8.70,9.30,9.31,9.32,8.13,8.50,9.0
2778,8.28,9.18,8.04,9.12,9.45,9.61,9.59,9.52
2779,7.39,10.00,9.74,9.50,9.32,9.09,8.64,8.81
2780,7.44,9.70,9.35,9.04,8.95,7.91,7.77,8.29
2781,6.56,9.40,9.61,9.79,9.86,8.17,8.09,8.71
2782,6.46,5.69,8.87,9.00,8.32,7.39,7.27,8.05
2783,8.56,10.00,9.74,9.54,9.59,8.78,7.95,8.38
2784,7.06,8.85,9.48,8.92,9.45,8.43,7.41,8.43
2785,7.44,9.55,9.26,9.29,9.45,7.91,8.36,8.48
2786,7.87,7.31,7.78,8.58,8.73,6.96,7.64,7.33
2787,7.06,9.15,9.09,8.96,9.41,7.74,7.82,8.0
2788,9.11,10.00,9.22,9.13,9.68,9.61,8.91,9.86
2789,7.39,9.00,8.87,9.50,8.82,8.09,8.64,8.57
2790,6.00,9.00,8.87,8.88,9.05,8.26,7.68,8.71
2791,7.44,9.40,8.87,9.08,9.45,7.65,7.41,8.0
2792,6.00,6.87,7.83,8.46,8.86,7.22,7.14,7.86
2793,6.61,9.10,8.17,8.46,8.77,7.26,7.14,8.0
2794,7.67,7.13,9.09,9.13,9.09,7.52,7.95,8.0
2796,6.50,7.59,9.39,9.21,8.86,8.00,7.82,8.05
2797,9.78,10.00,9.78,9.88,9.77,10.00,9.18,9.57
2798,6.94,9.70,9.74,9.88,9.41,8.52,7.82,9.1
2799,6.00,8.40,9.22,9.42,9.64,7.52,7.27,8.29
2800,9.44,10.00,9.87,10.00,9.73,9.87,8.50,8.71
2801,6.26,7.31,7.96,7.79,8.41,6.61,6.27,7.52
2802,6.93,6.57,8.00,8.71,8.95,7.09,7.55,7.95
2803,6.03,8.45,9.09,9.58,9.18,7.13,6.45,7.9
2804,7.61,10.00,9.26,8.83,8.77,7.91,7.55,8.57
2805,7.94,9.85,8.43,8.71,8.73,8.57,7.14,7.9
2806,5.81,5.93,7.43,8.13,7.50,6.43,6.82,7.52
2808,7.72,9.25,9.22,9.13,8.59,8.30,7.82,8.19
2809,8.50,8.85,8.83,9.38,9.23,7.22,7.14,8.0
2810,6.72,8.10,9.35,9.46,7.70,7.65,7.95,8.43
2811,7.19,7.25,9.13,8.58,8.48,6.30,6.27,6.52
2812,7.61,8.18,9.70,9.50,7.61,7.57,8.05,8.0
2813,6.61,8.13,9.48,9.75,7.30,8.26,7.82,8.81
2814,9.00,9.60,9.74,10.00,9.78,9.35,8.36,0.0
2815,10.00,10.00,10.00,10.00,9.65,8.96,7.82,7.29
2816,6.94,8.40,7.30,8.67,8.26,7.87,8.05,8.05
2817,7.42,8.33,9.87,9.25,9.26,7.74,7.36,9.05
2818,6.44,7.83,10.00,9.85,9.52,9.22,8.23,9.29
2819,5.92,7.83,9.52,9.71,8.65,8.52,7.14,8.95
2820,6.11,7.43,9.74,9.42,8.61,7.61,7.45,8.43
2821,7.17,8.58,9.43,9.50,9.04,7.35,8.00,9.1
2822,6.56,7.98,8.52,8.83,7.52,6.48,6.14,6.86
2823,7.33,8.73,8.74,9.08,8.57,7.91,6.73,8.76
2824,6.81,5.83,8.96,9.29,8.09,7.70,7.82,7.86
2825,8.67,9.13,9.65,9.08,7.48,7.43,7.41,7.71
2826,6.44,6.80,8.70,8.50,7.91,8.26,6.86,8.76
2827,7.33,7.53,9.74,9.58,9.04,7.74,7.82,8.52
2828,7.56,8.55,8.57,9.25,8.74,7.91,7.00,7.71
2829,6.39,6.50,7.91,9.00,7.48,7.00,6.86,7.1
2830,9.28,9.90,10.00,9.92,9.65,9.17,8.23,9.29
2831,6.22,7.80,10.00,9.96,9.87,8.57,7.82,9.14
2832,6.67,7.63,9.26,9.42,8.09,8.22,6.95,8.71
2833,6.58,7.60,9.30,9.25,8.65,8.57,8.05,9.57
2834,5.75,7.13,9.83,9.25,8.61,6.83,7.45,8.9
2835,6.50,7.53,9.74,9.63,9.52,8.39,7.95,8.86
2836,7.69,8.60,9.78,9.92,9.57,8.43,7.64,9.05
2837,6.33,7.58,9.26,9.42,8.43,7.48,7.18,8.14
2838,7.36,7.23,9.65,9.54,8.35,8.04,7.27,8.52
2839,6.89,7.15,9.61,9.38,8.70,7.87,7.91,8.19
2840,7.17,6.93,9.83,9.42,9.13,8.65,7.86,9.19
2841,5.81,7.10,9.35,9.33,8.39,8.61,7.50,8.0
2842,8.36,9.33,9.43,9.58,9.04,9.09,8.09,8.52
2843,8.08,9.45,9.87,9.71,9.65,9.22,9.18,9.43
2844,6.41,6.26,9.39,9.54,8.61,7.70,7.95,8.95
2845,5.67,6.63,9.17,9.33,8.04,6.17,6.55,7.71
2846,5.94,7.00,9.52,9.29,8.96,7.52,7.00,7.9
2847,6.50,8.05,10.00,9.98,9.83,7.78,7.55,6.8100000000000005
2848,8.61,8.98,10.00,9.96,9.78,9.26,8.77,9.0
2849,7.47,8.05,9.57,9.67,9.57,8.61,8.18,8.95
2850,7.94,9.08,9.74,9.88,9.57,9.13,8.36,9.57
2851,6.39,7.53,10.00,9.54,9.30,9.04,8.64,9.14
2852,7.50,7.43,9.43,9.08,9.13,7.39,7.18,7.52
2853,5.89,7.10,10.00,10.00,9.87,8.35,8.50,9.71
2856,7.56,8.08,9.39,9.38,9.13,7.35,7.09,8.1
2857,9.17,9.78,10.00,9.88,8.70,9.30,8.64,9.43
2858,9.00,9.70,9.61,10.00,10.00,9.87,9.59,9.71
2859,6.83,8.35,9.87,9.75,9.48,9.00,8.77,9.43
2860,8.33,8.85,10.00,9.92,10.00,9.61,9.45,9.57
2861,6.47,8.13,9.17,9.63,9.70,9.09,8.91,9.86
2862,8.19,8.58,9.74,9.71,9.04,8.78,7.82,8.29
2863,7.33,8.55,9.87,10.00,9.35,8.35,8.50,0.0
2864,8.89,9.53,10.00,10.00,9.48,9.04,8.50,9.24
2865,9.33,9.90,10.00,10.00,9.35,9.22,8.23,9.43
2866,6.67,7.63,9.00,9.29,8.39,7.61,7.82,8.71
2867,7.72,7.95,9.78,9.85,9.35,9.26,9.32,9.71
2868,8.61,9.08,9.87,10.00,9.70,9.35,8.91,7.57
2869,7.39,9.20,9.61,9.71,9.17,9.13,8.64,9.0
2870,7.83,8.43,9.35,9.29,8.17,7.87,7.55,8.14
2871,6.39,6.45,9.96,9.71,8.04,7.26,7.05,8.05
2872,8.89,9.90,9.22,9.98,10.00,9.58,8.64,9.43
2874,8.44,9.38,8.30,9.13,9.09,7.78,8.09,9.14
2875,6.44,8.03,9.09,9.67,8.91,7.30,7.23,8.29
2879,8.11,9.80,8.43,9.46,9.74,9.22,8.36,8.71
2881,6.28,7.78,7.91,8.88,8.74,7.26,7.05,7.0
2883,7.06,8.65,8.83,9.29,9.57,7.96,8.73,8.48
2884,7.28,6.65,7.65,8.63,8.35,7.78,7.50,7.24
2885,7.78,9.70,9.26,9.83,9.09,8.43,8.09,8.86
2886,6.19,7.50,8.87,9.31,8.78,7.36,6.77,7.57
2887,6.86,6.88,8.17,8.71,8.43,7.04,6.23,7.29
2888,8.39,8.85,8.74,9.63,9.00,7.48,7.55,8.29
2889,7.94,9.65,8.83,10.00,9.52,8.27,8.09,8.57
2890,7.31,7.80,7.91,8.13,8.04,7.04,7.45,7.57
2891,7.89,8.60,8.48,9.88,9.22,8.00,7.00,8.0
2892,7.75,7.85,8.57,9.23,9.17,6.93,6.23,7.24
2893,7.11,7.15,8.48,9.50,8.78,7.52,7.41,8.0
2894,6.78,6.22,7.57,7.92,8.26,6.65,7.09,6.8100000000000005
2895,7.03,7.55,8.70,8.83,8.65,7.74,7.45,7.57
2896,7.50,8.03,8.48,9.63,9.30,6.91,6.95,7.71
2899,8.06,9.75,9.35,9.35,9.00,8.67,8.09,8.86
2901,6.92,8.73,9.00,8.92,9.26,7.83,7.95,8.29
2902,6.06,7.28,8.83,9.83,9.61,7.35,7.00,7.38
2903,6.61,8.20,7.78,9.75,9.09,7.61,7.68,7.71
2904,7.19,9.10,8.43,9.54,9.35,8.43,8.77,8.86
2905,7.83,9.15,8.96,9.83,9.39,7.87,7.95,8.29
2906,5.86,6.40,7.87,8.38,7.74,6.96,7.36,7.71
2907,6.89,8.43,8.87,10.00,9.35,8.14,7.82,8.14
2908,7.36,8.35,9.04,10.00,9.39,7.93,7.55,8.43
2909,6.25,8.05,8.17,9.46,9.09,6.78,6.86,7.71
2911,7.11,8.53,9.09,9.88,9.48,7.70,8.18,9.14
2912,6.47,7.83,8.48,8.89,8.96,7.45,7.27,7.71
